step,base_x,base_y,base_z,up_z,vx,left_z,right_z,left_contact,right_contact,left_contact_count,right_contact_count,contact_state,left_slip_speed,right_slip_speed,action_mean_abs,reward,terminated,truncated
58,0.07964715212019044,0.010211240737848458,0.7874745111182095,0.9915033490679277,0.021112861973369323,0.004445444298866227,0.004445444298866227,1,1,6,6,both,0.0014426660640359302,0.0013514657726216854,0.11720490455627441,3.0937737937084786,0,0
59,0.08007729184336951,0.009750616832555145,0.7874073014691954,0.9913591161879233,0.012651168328796123,0.004442724727119381,0.004442724727119381,1,1,6,6,both,0.0014490660298686264,0.0013622819759033255,0.12291143834590912,3.0848454435115222,0,0
60,0.08022647760710018,0.009273553938828408,0.7873690124454445,0.9912736004291413,0.004387816580313884,0.004442123204318669,0.004442123204318669,1,1,6,6,both,0.0013962245219171256,0.0013000425801345866,0.1280263364315033,3.0746173801349586,0,0
61,0.08010874323776783,0.008796742373920776,0.7873584008049935,0.9912425198767528,-0.00346277556859855,0.0044433848327846345,0.0044433848327846345,1,1,6,6,both,0.001301142277252221,0.0011872432776411361,0.13460837304592133,3.0635169104753404,0,0
62,0.07974599833283146,0.008338826688400565,0.7873732747557786,0.9912595794537392,-0.010668967792246294,0.00444652239266536,0.00444652239266536,1,1,6,6,both,0.0011663576698486306,0.0010264863526110502,0.14268599450588226,3.0519753355045443,0,0
63,0.07916666199528481,0.007917026400717146,0.7874109800333129,0.9913172070891377,-0.017039304045489503,0.0044520042649830935,0.0044520042649830935,1,1,6,6,both,0.000998650969672864,0.0008226224741120391,0.15161284804344177,3.040697575511691,0,0
64,0.07840977495681307,0.0075443313480913566,0.7874674980223776,0.9914069364847952,-0.022261383484462865,0.004459958273731288,0.004459958273731288,1,1,6,6,both,0.0008104346024669385,0.0005880771381155115,0.16088224947452545,3.0307441574015477,0,0
65,0.07752518907554679,0.007227034458663704,0.7875380367139188,0.9915212595570545,-0.026017231801949686,0.004469612289220808,0.004469612289220808,1,1,6,6,both,0.0006261623667455341,0.00035194119429146777,0.16904452443122864,3.0232530817329444,0,0
66,0.07657031213326032,0.006968456085537362,0.7876164164226641,0.9916502743657838,-0.028084615949601894,0.004480400844281605,0.004480400844281605,1,1,6,6,both,0.0004180439239547053,9.36628061001606e-05,0.174667626619339,3.0191045814748665,0,0
67,0.07560397533363357,0.006771381463428689,0.7876956474930252,0.9917800213053444,-0.028421670577257408,0.004492081236527404,0.004492081236527404,1,1,6,6,both,0.0003062496218368426,0.00028226018340317687,0.17793026566505432,3.0186183589712914,0,0
68,0.07468053366682141,0.006637009115186308,0.7877692911425561,0.9918955466341549,-0.027160049023887002,0.00450365887044208,0.00450365887044208,1,1,6,6,both,0.00043997671507344514,0.0005844286158077829,0.17960050702095032,3.0215254925672324,0,0
69,0.07384624486322783,0.006566662453733136,0.7878318675372714,0.9919832858222175,-0.024537905988046557,0.004514226713176434,0.004514226713176434,1,1,6,6,both,0.0006382368972664852,0.0008312622618573299,0.1800759732723236,3.0271657241689423,0,0
70,0.07313844756777434,0.006563500705985258,0.7878818677728573,0.9920330138312773,-0.02081756751333797,0.004525795575812078,0.004525795575812078,1,1,7,7,both,0.0008074661959214396,0.0010119250639910545,0.1794283390045166,3.03474364127018,0,0
71,0.07258639987812403,0.006639666534301369,0.7879195856503811,0.9920416179374867,-0.016236696754420854,0.004541604757193639,0.004541604757193639,1,1,7,7,both,0.0008615907657955839,0.001029051153090263,0.17807833850383759,3.0435023520763975,0,0
72,0.0722144120512325,0.006788944483787642,0.7879379525348752,0.9920102217233491,-0.010940818437986223,0.004552037368220577,0.004552037368220577,1,1,7,7,both,0.0008779077049472483,0.0010358548569727897,0.17627005279064178,3.0528862790746905,0,0
73,0.07203981353130008,0.0069927821500129494,0.7879367480311594,0.9919404875023372,-0.005135250586247488,0.004559428774314311,0.004559428774314311,1,1,7,7,both,0.0008973112745953613,0.0010646361423674452,0.17314937710762024,3.0622761184532754,0,0
74,0.07207824132803314,0.007232414337135004,0.7879179811513858,0.9918326839617613,0.0011302293156782962,0.004565238861203896,0.004565238861203896,1,1,8,8,both,0.0008259630696851175,0.001011358527188282,0.16924211382865906,3.0713456276692956,0,0
75,0.07234230629611481,0.0074838262444793914,0.7878740897056269,0.9916875344505997,0.007766616708284258,0.004570475491121561,0.004570475491121561,1,1,8,8,both,0.0008217266259539444,0.0010221689789035886,0.16595493257045746,3.0798545708900016,0,0
76,0.07283756335008973,0.007722301652456818,0.7878080851525913,0.9915055015108915,0.014566383940438844,0.004575489165412398,0.004575489165412398,1,1,8,8,both,0.0007443339331101234,0.0009544605644694285,0.1647409349679947,3.0874429421501968,0,0
77,0.07355540455758755,0.007927155062241285,0.7877194003015812,0.9912828159053857,0.02111297669111239,0.004579889755880282,0.004579889755880282,1,1,8,8,both,0.0007173451628944242,0.0009199969008948041,0.16638632118701935,3.0936275260644326,0,0
78,0.07446963996074502,0.008086151847454124,0.7876109816294702,0.991016561597052,0.026889276563454852,0.004582660820056851,0.004582660820056851,1,1,8,8,both,0.0006834771811083885,0.0008565327548922085,0.16957873106002808,3.0981138451378927,0,0
79,0.07554110155715338,0.008199386816474715,0.7874870005418673,0.9907090517481139,0.03151357636495185,0.004582247914901159,0.004582247914901159,1,1,8,8,both,0.0006677982818374122,0.0007797610634051963,0.17381763458251953,3.1009635603268557,0,0
80,0.07672131007233783,0.00827014973158255,0.7873511211160862,0.9903710613055343,0.0347120151524839,0.004578405684067442,0.004578405684067442,1,1,7,7,both,0.0007249488570640704,0.0007328314657413989,0.17818540334701538,3.10241808960279,0,0
81,0.0779552710706463,0.008296184060467289,0.7872113034016053,0.9900156551023512,0.036292970538484404,0.004573992491318259,0.004573992491318259,1,1,7,7,both,0.0009326002139074793,0.0008103234313329115,0.18304158747196198,3.1027150726157435,0,0
82,0.07918588648045767,0.008281459345357902,0.7870780184980979,0.9896574087929157,0.03619457087680499,0.004566086896908312,0.004566086896908312,1,1,7,7,both,0.0010756435741367545,0.0007921642019628599,0.18794947862625122,3.102034851413543,0,0
83,0.0803515822415534,0.008239870575297736,0.786954893863441,0.9893051957195657,0.034285169443991834,0.00455642202444766,0.00455642202444766,1,1,7,7,both,0.0012033708766661143,0.000820679221662097,0.19147644937038422,3.1003035739942053,0,0
84,0.08140825596804138,0.00818740619672154,0.7868454244605669,0.9889742270044811,0.03107863901435261,0.00454725799424217,0.00454725799424217,1,1,7,7,both,0.001269938750970205,0.0008358439444987394,0.1933003067970276,3.097657751680899,0,0
85,0.08232338739075075,0.008138014352005,0.7867541269261331,0.9886869670298967,0.026915630079687267,0.00453930678295273,0.00453930678295273,1,1,7,7,both,0.0013318383174136105,0.0008567741163819316,0.1936291754245758,3.0941021669131468,0,0
86,0.083070148034863,0.008105243780611636,0.7866782441546198,0.9884539875695607,0.021963548356242608,0.0045334395987366854,0.0045334395987366854,1,1,7,7,both,0.0015602604907656243,0.001046525491696712,0.19228830933570862,3.0895192978297255,0,0
87,0.08363110016015603,0.008081435127032332,0.7866272020051978,0.9882764832852552,0.016498591920383218,0.00453258278248889,0.00453258278248889,1,1,6,6,both,0.001517815679196048,0.000997327663690847,0.1892252415418625,3.0839292372427725,0,0
88,0.0839953866227296,0.008051660062120701,0.7865989570192635,0.9881535272505176,0.010714307722752003,0.004531845052325064,0.004531845052325064,1,1,6,6,both,0.001391300331333979,0.0008782707422953866,0.1846592128276825,3.0773647000591065,0,0
89,0.08415921546703967,0.007991438451933619,0.7865935946713851,0.9880845481378396,0.004818495420884443,0.004532047332709031,0.004532047332709031,1,1,6,6,both,0.0011704041693393382,0.0006930531045402768,0.1795334368944168,3.0699746492998288,0,0
90,0.08412776414861634,0.00787157907427312,0.786610429906601,0.9880703795262749,-0.0009250387771567985,0.004534134737125103,0.004534134737125103,1,1,6,6,both,0.0009312635916160382,0.0005203759350480691,0.1774354875087738,3.0621123461782345,0,0
91,0.08391442784419469,0.0076696256566676085,0.7866502194473326,0.988110815645593,-0.0062745971888720315,0.004539234161838799,0.004539234161838799,1,1,6,6,both,0.0005502625833787133,0.00041461479893819994,0.17496061325073242,3.054146978655015,0,0
92,0.08353670801883939,0.007381843237038057,0.7867140030664893,0.9882055383225073,-0.011109406628096957,0.004535387806361375,0.004535387806361375,1,1,6,6,both,0.0005711176602787425,0.0009032385481902151,0.17121556401252747,3.046423691441294,0,0
93,0.08300507829824177,0.007010104883526764,0.7867823966331792,0.9883454655576781,-0.01563616825287103,0.004528201473003011,0.004528201473003011,1,1,6,6,both,0.0021152287900002035,0.0027826088807742324,0.16531221568584442,3.038758120773609,0,0
94,0.08233542408799557,0.0065661259388575775,0.7868720126926028,0.9885325467157103,-0.019695712066064738,0.004525955627456307,0.004525955627456307,1,1,6,6,both,0.002204631129990454,0.002783252203507396,0.16323086619377136,3.0315260607978685,0,0
95,0.08155393034478224,0.006058357856707704,0.7869760155911324,0.9887777678234212,-0.02298511009450977,0.004522294899478963,0.004522294899478963,1,1,6,6,both,0.0026241529987224115,0.0032026025735909652,0.16550105810165405,3.0255076224056117,0,0
96,0.08068412453056195,0.005501635282235923,0.7870933157184558,0.9890740309839016,-0.02558252394765558,0.004520542818491128,0.004520542818491128,1,1,6,6,both,0.0026977530526668767,0.003265987845876298,0.16658422350883484,3.0207722312226153,0,0
97,0.07973625050215624,0.004909095564082317,0.787219130441827,0.9894048002971919,-0.027878647894285576,0.004520740832063462,0.004520740832063462,1,1,6,6,both,0.0028089330805914467,0.003379941158483804,0.16730210185050964,3.016582077806841,0,0
98,0.07871658420821087,0.0042970983072320905,0.7873550671498415,0.9897574504907694,-0.029990185116040305,0.004520310772993415,0.004520310772993415,1,1,5,5,both,0.002491737605550409,0.0030314423577703165,0.16904118657112122,3.0126962535458994,0,0
99,0.07762691725635221,0.0036727247401551243,0.7874973909234224,0.99012347086602,-0.03204902799584307,0.0045202984719852485,0.0045202984719852485,1,1,5,5,both,0.002328294465200388,0.0028617674375383015,0.17211872339248657,3.008829375712007,0,0
100,0.07646753905722466,0.0030384665211652777,0.7876497835750367,0.9904990883625494,-0.03409935879786913,0.004520112826431125,0.004520112826431125,1,1,5,5,both,0.0016455167165228563,0.0020907424567030946,0.17605222761631012,3.00488995851963,0,0
101,0.07523982744409967,0.002394066693026478,0.7878055955102247,0.9908815893468579,-0.0361091650919114,0.004517481793598958,0.004517481793598958,1,1,6,6,both,0.0010176357346729265,0.0013879885999234353,0.1807757467031479,3.0009662243124233,0,0
102,0.07395248458626887,0.0017416309745287126,0.7879630894777037,0.9912683968546424,-0.03786302523031774,0.004513232290867961,0.004513232290867961,1,1,6,6,both,0.0004010152737435938,0.0007000995875591962,0.18308421969413757,2.9975845173124687,0,0
103,0.07262107393368053,0.0010783855743489378,0.7881184975769285,0.9916550259145755,-0.0391591368408334,0.004510964945433786,0.004510964945433786,1,1,6,6,both,8.109714377899376e-05,0.00028286455159674687,0.18435238301753998,2.995256444046324,0,0
104,0.07126826489658517,0.0004081976628493175,0.7882718990416675,0.9920328114929721,-0.039788501091040145,0.004511851259013589,0.004511851259013589,1,1,6,6,both,0.0002923290513165938,3.946009159877894e-05,0.18354009091854095,2.9945082473647973,0,0
105,0.06991935769193705,-0.0002553416426933958,0.7884195798766331,0.9923915806001291,-0.03967374131317983,0.004513446630250061,0.004513446630250061,1,1,6,6,both,0.000489881509952107,0.000246125776004088,0.18115529417991638,2.9954239646504943,0,0
106,0.06859557816858317,-0.000887012252026758,0.7885579795631406,0.9927226804096679,-0.03893469186334956,0.00451455416330248,0.00451455416330248,1,1,6,6,both,0.0006364277028051242,0.0004216712357743147,0.17771722376346588,2.9976395604759762,0,0
107,0.06731560479480692,-0.0014558974480703435,0.7886846587786289,0.9930192456452533,-0.037646275699301464,0.0045149788087305125,0.0045149788087305125,1,1,6,6,both,0.0007359146564403201,0.0005604112334187892,0.17384929955005646,3.001106008359865,0,0
108,0.06610291413862525,-0.001931122011833042,0.7887972897646923,0.9932789424715955,-0.03566737224063726,0.004514029425835519,0.004514029425835519,1,1,6,6,both,0.0008008930452608768,0.0006749066965462552,0.16874520480632782,3.0061050366952697,0,0
109,0.06499555381387248,-0.002285664535583748,0.7888925853604365,0.993505916824333,-0.03256942131625788,0.004512742217783625,0.004512742217783625,1,1,6,6,both,0.0008403085976038117,0.0007739918116266258,0.16278502345085144,3.0135184352599795,0,0
110,0.06404610273659497,-0.002508195354651472,0.7889655003762124,0.9937035142696602,-0.02792503168463258,0.004513842177280042,0.004513842177280042,1,1,6,6,both,0.0008763774424463846,0.0008884887753032306,0.15893180668354034,3.024002502580224,0,0
111,0.06331392619785581,-0.0026059617576747497,0.7890123583803604,0.9938701166664433,-0.021534604080563687,0.0045180710106588785,0.0045180710106588785,1,1,6,6,both,0.0009153178870968126,0.0010186976728953215,0.15668195486068726,3.0374273913725895,0,0
112,0.06285655505656358,-0.002591696472368725,0.7890325651362567,0.9940011755519682,-0.013452092390947823,0.004524403099840833,0.004524403099840833,1,1,6,6,both,0.0009509033414521762,0.0011367302527635012,0.15666842460632324,3.0528329019845257,0,0
113,0.06271874188960724,-0.002466845120356379,0.7890257337082539,0.9940904976779075,-0.004053328439892299,0.004530400408949566,0.004530400408949566,1,1,6,6,both,0.0009734850523023452,0.00123286923262083,0.1593305915594101,3.0685211147206877,0,0
114,0.06291990962231858,-0.002231971375692608,0.7889907096297046,0.9941293163289625,0.005916698020921709,0.004532079086438896,0.004532079086438896,1,1,6,6,both,0.0009407976046167694,0.0012751105187314815,0.16446852684020996,3.082561185445572,0,0
115,0.0634461841318727,-0.0018940532457193723,0.7889294629050243,0.9941108902865943,0.015478662045709244,0.004527969366105781,0.004527969366105781,1,1,6,6,both,0.0008378132376727782,0.0012242762469544353,0.17117740213871002,3.093774914842472,0,0
116,0.06425170978689523,-0.0014608209929095116,0.7888447897152947,0.9940315291266486,0.023691931030074633,0.00452067642959568,0.00452067642959568,1,1,6,6,both,0.0007285503105033121,0.0011276554758809859,0.1777408868074417,3.1016137425415455,0,0
