step,base_x,base_y,base_z,up_z,vx,left_z,right_z,left_contact,right_contact,left_contact_count,right_contact_count,contact_state,left_slip_speed,right_slip_speed,action_mean_abs,reward,terminated,truncated
34,0.060863663376692294,0.015908206408867476,0.7893583207183489,0.9934391189832286,-0.06933428726231558,0.00472810352772015,0.004532425375010467,1,1,4,2,both,0.0010823263411431393,0.0014025649895959666,0.17299263179302216,2.9143664180654563,0,0
35,0.05874836118237301,0.015603101940733851,0.7895385081402231,0.993997174878504,-0.062214770421155356,0.004753553274669857,0.004548993613077208,1,1,4,2,both,0.0012693073546954051,0.001575089976477482,0.16677424311637878,2.936045477047626,0,0
36,0.05693954399398424,0.015361745096251277,0.7896878308605182,0.9944786074486183,-0.05320050554084629,0.004747488084651776,0.00456425133001985,1,1,4,2,both,0.0014155755215371293,0.0017168232509154038,0.15848907828330994,2.961822241858739,0,0
37,0.05548410566093078,0.015167694233710834,0.7898049596751431,0.994881058224397,-0.04280700979568988,0.00474248926586103,0.004577089381213432,1,1,4,2,both,0.00149131108281495,0.001808367129579055,0.1481296867132187,2.9893332014251515,0,0
38,0.0544115294407562,0.014999823937837524,0.789889604818845,0.9952056999442153,-0.03154635941689937,0.004735917250172188,0.004586716071659586,1,1,4,2,both,0.0015013718891593935,0.0018140677182215805,0.141111820936203,3.016338077171164,0,0
39,0.05373870033313584,0.014836955802604135,0.7899420123862164,0.9954547450585048,-0.019789091400598934,0.004720940566466627,0.004593357905523336,1,1,4,2,both,0.0014779648525271465,0.0018025547216872053,0.13790492713451385,3.0412405703679526,0,0
40,0.05346948623787827,0.014662702145887292,0.7899628579389983,0.9956301260878575,-0.007918061625222631,0.004710105912307066,0.004597032183500983,1,1,4,2,both,0.001424381787189805,0.0017940424215884961,0.13756170868873596,3.0627595528912077,0,0
41,0.0535967400031456,0.014467891312835702,0.7899532990747941,0.9957340045950448,0.003742757801980278,0.004702863033576827,0.004597372552164879,1,1,4,2,both,0.0013277497822088223,0.0017698646783450077,0.13927075266838074,3.0801890412846245,0,0
42,0.0541029906152374,0.014250237322138374,0.7899150245748249,0.9957690984063475,0.014889723885052959,0.00469883653820808,0.004594495904845161,1,1,4,2,both,0.0011599776411582666,0.0017072719756344125,0.1419476568698883,3.093725673589327,0,0
43,0.054963021866306055,0.014013517689465665,0.7898495976243456,0.9957383033370623,0.025295036796136944,0.004697864021244377,0.004588517463045061,1,1,4,2,both,0.0009924096323493314,0.001634988614279612,0.14464925229549408,3.103644741544508,0,0
44,0.0561413888287353,0.013766084862611385,0.7897588584408696,0.9956459957555562,0.03465785183615434,0.004699853608895615,0.004579334046598011,1,1,4,2,both,0.000809681844839435,0.001528963992228163,0.14662331342697144,3.1102663220407756,0,0
45,0.05759509037077159,0.013518394991437643,0.7896447798945516,0.9954977993785448,0.042755927706949574,0.004704613674414632,0.004567401310647923,1,1,4,2,both,0.000651023962537904,0.0014038527352624695,0.14972782135009766,3.1141932276266076,0,0
46,0.059276872381069184,0.013280904766151807,0.7895094411085111,0.9952982125687874,0.0494641767734587,0.004712075031809582,0.004554344431149625,1,1,4,2,both,0.000548640143017909,0.0012857681084149785,0.15250425040721893,3.1161417759862915,0,0
47,0.06113916374241663,0.013061541168575188,0.7893545377136003,0.9950519393503147,0.05477327533374844,0.004722013627472495,0.004541629583491712,1,1,4,2,both,0.000525664291591356,0.0011584977229375682,0.15287448465824127,3.1167931883099103,0,0
48,0.06313489437191803,0.012863376930799128,0.7891824128943107,0.9947654861456261,0.058697959691217744,0.004731829493666542,0.004529865562215015,1,1,4,2,both,0.0005562641055872007,0.000989681599398326,0.15103498101234436,3.1166934587107096,0,0
49,0.06521705417679309,0.012683722012288031,0.7889963271259833,0.994446436871473,0.06123999426103104,0.004721643204795067,0.004519072416508119,1,1,4,2,both,0.0006747057310960607,0.0008089229298419213,0.14727328717708588,3.116238828070565,0,0
50,0.06733484536810191,0.01251324842554782,0.7888003556336786,0.9941003146276596,0.0622879762149654,0.004712593361834074,0.0045092616834136005,1,1,4,2,both,0.0008627614735269949,0.0006426734600593181,0.1423155814409256,3.115684975423199,0,0
51,0.06943600203951054,0.01233947756499605,0.7885987579947003,0.9937340828224943,0.06179872562966558,0.004704269948900622,0.00449970249935467,1,1,4,2,both,0.0010473183354687732,0.0004358532935447733,0.13700690865516663,3.1151555043882877,0,0
52,0.07146920570447868,0.012149300087339176,0.7883964277612839,0.9933570441584867,0.05980010779318039,0.0046966878431971525,0.004490212229867018,1,1,4,2,both,0.0012362135263006525,0.00021721183180349927,0.13202467560768127,3.1146137039887187,0,0
53,0.07338138513111617,0.011931136580406213,0.7881991214256906,0.9929801375791532,0.056240571371690855,0.004690120462382898,0.00448092096053352,1,1,4,2,both,0.0014158724426475526,6.609323925551004e-05,0.1278049647808075,3.1138613912393667,0,0
54,0.07512323980388454,0.011675732928249322,0.788012626969828,0.9926147147300658,0.05123101978730499,0.00468455908267543,0.004471882612372705,1,1,4,2,both,0.0015795358590139,0.00028148168458983245,0.12357626110315323,3.1125535471607817,0,0
55,0.07665021206687576,0.011376901429549122,0.7878426300290412,0.9922726514371241,0.04491094891150669,0.0046800125009044645,0.0044634569374321365,1,1,4,2,both,0.0017183072169349692,0.0005107738672896245,0.11952091753482819,3.1102421234400373,0,0
56,0.07792651045722618,0.011031888231130502,0.7876941081009194,0.9919665944766438,0.037538187951482754,0.00467632333080362,0.00445601570082323,1,1,4,2,both,0.001846622781142004,0.0007321317202936175,0.11598804593086243,3.1064872232773344,0,0
57,0.07892931481309588,0.010641626346294607,0.7875706061513256,0.9917074891158105,0.029494245760873665,0.004673757666221832,0.004449889893470643,1,1,4,2,both,0.0019374082446132262,0.0009182906898286162,0.11499858647584915,3.101022918576377,0,0
58,0.07964715212019044,0.010211240737848458,0.7874745111182095,0.9915033490679277,0.021112861973369323,0.0046728501879673735,0.004445444298866227,1,1,4,2,both,0.0019698527656800005,0.0010374366032128756,0.11720490455627441,3.0937737937084786,0,0
59,0.08007729184336951,0.009750616832555145,0.7874073014691954,0.9913591161879233,0.012651168328796123,0.00467341691587736,0.004442724727119381,1,1,4,2,both,0.0019867421900929307,0.0010830168913772132,0.12291143834590912,3.0848454435115222,0,0
60,0.08022647760710018,0.009273553938828408,0.7873690124454445,0.9912736004291413,0.004387816580313884,0.00467509408833024,0.004442123204318669,1,1,4,2,both,0.0020158043180305363,0.0010008148505295546,0.1280263364315033,3.0746173801349586,0,0
61,0.08010874323776783,0.008796742373920776,0.7873584008049935,0.9912425198767528,-0.00346277556859855,0.004677327611741888,0.0044433848327846345,1,1,4,2,both,0.002040355554957963,0.0008535776810128129,0.13460837304592133,3.0635169104753404,0,0
62,0.07974599833283146,0.008338826688400565,0.7873732747557786,0.9912595794537392,-0.010668967792246294,0.0046797825713332,0.00444652239266536,1,1,4,2,both,0.002061351152545852,0.0006757567662352977,0.14268599450588226,3.0519753355045443,0,0
63,0.07916666199528481,0.007917026400717146,0.7874109800333129,0.9913172070891377,-0.017039304045489503,0.004681884413581527,0.0044520042649830935,1,1,4,2,both,0.002085349227973266,0.0005490241863680895,0.15161284804344177,3.040697575511691,0,0
64,0.07840977495681307,0.0075443313480913566,0.7874674980223776,0.9914069364847952,-0.022261383484462865,0.004683346700812892,0.004459958273731288,1,1,4,2,both,0.0021081498512884795,0.000620162679844941,0.16088224947452545,3.0307441574015477,0,0
65,0.07752518907554679,0.007227034458663704,0.7875380367139188,0.9915212595570545,-0.026017231801949686,0.004684210659975749,0.004469612289220808,1,1,4,2,both,0.0021318247785315843,0.0008947056674623515,0.16904452443122864,3.0232530817329444,0,0
66,0.07657031213326032,0.006968456085537362,0.7876164164226641,0.9916502743657838,-0.028084615949601894,0.004685276584501234,0.004480400844281605,1,1,4,2,both,0.0020776906234602926,0.0012574054460289248,0.174667626619339,3.0191045814748665,0,0
67,0.07560397533363357,0.006771381463428689,0.7876956474930252,0.9917800213053444,-0.028421670577257408,0.004687179281727974,0.004492081236527404,1,1,4,2,both,0.001970254958008057,0.0016621269561005233,0.17793026566505432,3.0186183589712914,0,0
68,0.07468053366682141,0.006637009115186308,0.7877692911425561,0.9918955466341549,-0.027160049023887002,0.004690141166584342,0.00450365887044208,1,1,4,2,both,0.0018433337563461946,0.0020193120698705157,0.17960050702095032,3.0215254925672324,0,0
69,0.07384624486322783,0.006566662453733136,0.7878318675372714,0.9919832858222175,-0.024537905988046557,0.004693619287172868,0.004514226713176434,1,1,4,2,both,0.0017338846806778723,0.002290649049846847,0.1800759732723236,3.0271657241689423,0,0
70,0.07313844756777434,0.006563500705985258,0.7878818677728573,0.9920330138312773,-0.02081756751333797,0.004697329118540372,0.004525795575812078,1,1,4,3,both,0.001681468736005857,0.002479910945299256,0.1794283390045166,3.03474364127018,0,0
71,0.07258639987812403,0.006639666534301369,0.7879195856503811,0.9920416179374867,-0.016236696754420854,0.00469936600211273,0.004541604757193639,1,1,4,3,both,0.001670773725292418,0.002410796177619499,0.17807833850383759,3.0435023520763975,0,0
72,0.0722144120512325,0.006788944483787642,0.7879379525348752,0.9920102217233491,-0.010940818437986223,0.004699762472940645,0.004552037368220577,1,1,4,3,both,0.0015955686867486964,0.0023665548850274973,0.17627005279064178,3.0528862790746905,0,0
73,0.07203981353130008,0.0069927821500129494,0.7879367480311594,0.9919404875023372,-0.005135250586247488,0.00469991995444136,0.004559428774314311,1,1,4,3,both,0.0015502466138877305,0.002411627641732243,0.17314937710762024,3.0622761184532754,0,0
74,0.07207824132803314,0.007232414337135004,0.7879179811513858,0.9918326839617613,0.0011302293156782962,0.004700552283927895,0.004565238861203896,1,1,4,4,both,0.0015196645618603523,0.0023820945360773847,0.16924211382865906,3.0713456276692956,0,0
75,0.07234230629611481,0.0074838262444793914,0.7878740897056269,0.9916875344505997,0.007766616708284258,0.004699447184073325,0.004570475491121561,1,1,4,4,both,0.001478522780886344,0.0024317133318098464,0.16595493257045746,3.0798545708900016,0,0
76,0.07283756335008973,0.007722301652456818,0.7878080851525913,0.9915055015108915,0.014566383940438844,0.004697507325620725,0.004575489165412398,1,1,4,4,both,0.0015312161589242966,0.0024126884280230654,0.1647409349679947,3.0874429421501968,0,0
77,0.07355540455758755,0.007927155062241285,0.7877194003015812,0.9912828159053857,0.02111297669111239,0.004693484638045028,0.004579889755880282,1,1,4,4,both,0.0015945424779290397,0.0024050832045065195,0.16638632118701935,3.0936275260644326,0,0
78,0.07446963996074502,0.008086151847454124,0.7876109816294702,0.991016561597052,0.026889276563454852,0.0046862346166240895,0.004582660820056851,1,1,4,4,both,0.0017344642880652908,0.0023722798674324433,0.16957873106002808,3.0981138451378927,0,0
79,0.07554110155715338,0.008199386816474715,0.7874870005418673,0.9907090517481139,0.03151357636495185,0.004675224860880865,0.004582247914901159,1,1,4,4,both,0.0019368171152963078,0.002329996024512412,0.17381763458251953,3.1009635603268557,0,0
80,0.07672131007233783,0.00827014973158255,0.7873511211160862,0.9903710613055343,0.0347120151524839,0.0046603854674429485,0.004578405684067442,1,1,4,3,both,0.0021688432381437093,0.002288316448108367,0.17818540334701538,3.10241808960279,0,0
81,0.0779552710706463,0.008296184060467289,0.7872113034016053,0.9900156551023512,0.036292970538484404,0.004644542162512668,0.004573992491318259,1,1,4,3,both,0.0024373078813000226,0.002256832496759978,0.18304158747196198,3.1027150726157435,0,0
82,0.07918588648045767,0.008281459345357902,0.7870780184980979,0.9896574087929157,0.03619457087680499,0.004627918019255446,0.004566086896908312,1,1,4,3,both,0.0027214925774282817,0.001957628862644449,0.18794947862625122,3.102034851413543,0,0
83,0.0803515822415534,0.008239870575297736,0.786954893863441,0.9893051957195657,0.034285169443991834,0.0046116775558217304,0.00455642202444766,1,1,4,3,both,0.0028893162113841817,0.0016439905618916301,0.19147644937038422,3.1003035739942053,0,0
84,0.08140825596804138,0.00818740619672154,0.7868454244605669,0.9889742270044811,0.03107863901435261,0.004596503538826919,0.00454725799424217,1,1,4,3,both,0.003028733109274769,0.0014527865244221452,0.1933003067970276,3.097657751680899,0,0
85,0.08232338739075075,0.008138014352005,0.7867541269261331,0.9886869670298967,0.026915630079687267,0.00458228155141371,0.00453930678295273,1,1,4,3,both,0.0031380922628067363,0.0011319847546467422,0.1936291754245758,3.0941021669131468,0,0
86,0.083070148034863,0.008105243780611636,0.7866782441546198,0.9884539875695607,0.021963548356242608,0.004572524782596513,0.0045334395987366854,1,1,4,3,both,0.0035014235312411522,0.0009644843594761917,0.19228830933570862,3.0895192978297255,0,0
87,0.08363110016015603,0.008081435127032332,0.7866272020051978,0.9882764832852552,0.016498591920383218,0.004565190195088831,0.00453258278248889,1,1,3,3,both,0.0034807544075551953,0.0008359299670806214,0.1892252415418625,3.0839292372427725,0,0
88,0.0839953866227296,0.008051660062120701,0.7865989570192635,0.9881535272505176,0.010714307722752003,0.00455806432250035,0.004531845052325064,1,1,3,3,both,0.003334361031033685,0.0007365786727631673,0.1846592128276825,3.0773647000591065,0,0
89,0.08415921546703967,0.007991438451933619,0.7865935946713851,0.9880845481378396,0.004818495420884443,0.004551419729293474,0.004532047332709031,1,1,3,3,both,0.0030265552352253815,0.0007071380904346862,0.1795334368944168,3.0699746492998288,0,0
90,0.08412776414861634,0.00787157907427312,0.786610429906601,0.9880703795262749,-0.0009250387771567985,0.004545780566196218,0.004534134737125103,1,1,3,3,both,0.002677829701646032,0.0008409800324934226,0.1774354875087738,3.0621123461782345,0,0
91,0.08391442784419469,0.0076696256566676085,0.7866502194473326,0.988110815645593,-0.0062745971888720315,0.004540482245400275,0.004539234161838799,1,1,3,3,both,0.002287881790518325,0.0014860719335195178,0.17496061325073242,3.054146978655015,0,0
92,0.08353670801883939,0.007381843237038057,0.7867140030664893,0.9882055383225073,-0.011109406628096957,0.004535387806361375,0.004547896400736575,1,1,3,3,both,0.002059558471844484,0.0025156944545254275,0.17121556401252747,3.046423691441294,0,0
93,0.08300507829824177,0.007010104883526764,0.7867823966331792,0.9883454655576781,-0.01563616825287103,0.004528201473003011,0.0045572871254439505,1,1,3,3,both,0.0015687615281268445,0.00567445319447726,0.16531221568584442,3.038758120773609,0,0
94,0.08233542408799557,0.0065661259388575775,0.7868720126926028,0.9885325467157103,-0.019695712066064738,0.004525955627456307,0.004572004353901142,1,1,3,3,both,0.0011509421636023618,0.00547618532360632,0.16323086619377136,3.0315260607978685,0,0
95,0.08155393034478224,0.006058357856707704,0.7869760155911324,0.9887777678234212,-0.02298511009450977,0.004522294899478963,0.004584921922905459,1,1,3,3,both,0.0008141885613187495,0.0060491689089856825,0.16550105810165405,3.0255076224056117,0,0
96,0.08068412453056195,0.005501635282235923,0.7870933157184558,0.9890740309839016,-0.02558252394765558,0.004520542818491128,0.004601134087596933,1,1,3,3,both,0.0008169014630910702,0.006208929137718176,0.16658422350883484,3.0207722312226153,0,0
97,0.07973625050215624,0.004909095564082317,0.787219130441827,0.9894048002971919,-0.027878647894285576,0.004520740832063462,0.004618893011048578,1,1,3,3,both,0.0008775957818457119,0.006483937090258469,0.16730210185050964,3.016582077806841,0,0
98,0.07871658420821087,0.0042970983072320905,0.7873550671498415,0.9897574504907694,-0.029990185116040305,0.004520310772993415,0.0046379008363296136,1,1,2,3,both,0.0011668047146125883,0.006150130623512681,0.16904118657112122,3.0126962535458994,0,0
99,0.07762691725635221,0.0036727247401551243,0.7874973909234224,0.99012347086602,-0.03204902799584307,0.0045202984719852485,0.004656176193571771,1,1,2,3,both,0.0012795098896247734,0.005935689572117628,0.17211872339248657,3.008829375712007,0,0
100,0.07646753905722466,0.0030384665211652777,0.7876497835750367,0.9904990883625494,-0.03409935879786913,0.004520112826431125,0.004674870116017766,1,1,2,3,both,0.0013201466977749213,0.004598652296475568,0.17605222761631012,3.00488995851963,0,0
101,0.07523982744409967,0.002394066693026478,0.7878055955102247,0.9908815893468579,-0.0361091650919114,0.004517481793598958,0.004680956055647667,1,1,2,4,both,0.001346789256595056,0.0033610645304306516,0.1807757467031479,3.0009662243124233,0,0
102,0.07395248458626887,0.0017416309745287126,0.7879630894777037,0.9912683968546424,-0.03786302523031774,0.004513232290867961,0.004685745790503439,1,1,2,4,both,0.0014428046428969902,0.002188695866421307,0.18308421969413757,2.9975845173124687,0,0
103,0.07262107393368053,0.0010783855743489378,0.7881184975769285,0.9916550259145755,-0.0391591368408334,0.004510964945433786,0.0046911337034591626,1,1,2,4,both,0.001604045585440246,0.0015634231432462694,0.18435238301753998,2.995256444046324,0,0
104,0.07126826489658517,0.0004081976628493175,0.7882718990416675,0.9920328114929721,-0.039788501091040145,0.004511851259013589,0.004697122432490736,1,1,2,4,both,0.0017999223729646039,0.0012155954343103389,0.18354009091854095,2.9945082473647973,0,0
105,0.06991935769193705,-0.0002553416426933958,0.7884195798766331,0.9923915806001291,-0.03967374131317983,0.004513446630250061,0.0047023655165038085,1,1,2,4,both,0.0019020521315062354,0.0009806976779306819,0.18115529417991638,2.9954239646504943,0,0
106,0.06859557816858317,-0.000887012252026758,0.7885579795631406,0.9927226804096679,-0.03893469186334956,0.00451455416330248,0.004707454893208278,1,1,2,4,both,0.001898203961874812,0.0008125411087427078,0.17771722376346588,2.9976395604759762,0,0
107,0.06731560479480692,-0.0014558974480703435,0.7886846587786289,0.9930192456452533,-0.037646275699301464,0.0045149788087305125,0.00471294771650467,1,1,2,4,both,0.0018108598082739557,0.0007738845258798651,0.17384929955005646,3.001106008359865,0,0
108,0.06610291413862525,-0.001931122011833042,0.7887972897646923,0.9932789424715955,-0.03566737224063726,0.004514029425835519,0.004719367178825675,1,1,2,4,both,0.0017104626900484585,0.0009400145681634344,0.16874520480632782,3.0061050366952697,0,0
109,0.06499555381387248,-0.002285664535583748,0.7888925853604365,0.993505916824333,-0.03256942131625788,0.004512742217783625,0.004726898913523674,1,1,2,4,both,0.0016817491068621955,0.001278560988554679,0.16278502345085144,3.0135184352599795,0,0
110,0.06404610273659497,-0.002508195354651472,0.7889655003762124,0.9937035142696602,-0.02792503168463258,0.004513842177280042,0.0047359144353346545,1,1,2,4,both,0.001647815140927238,0.0016708138080893692,0.15893180668354034,3.024002502580224,0,0
111,0.06331392619785581,-0.0026059617576747497,0.7890123583803604,0.9938701166664433,-0.021534604080563687,0.0045180710106588785,0.004747543851937021,1,1,2,4,both,0.001587697265027817,0.0020948694230049116,0.15668195486068726,3.0374273913725895,0,0
112,0.06285655505656358,-0.002591696472368725,0.7890325651362567,0.9940011755519682,-0.013452092390947823,0.004524403099840833,0.0047541748818416725,1,1,2,4,both,0.0016383340828938324,0.0025366708480946587,0.15666842460632324,3.0528329019845257,0,0
113,0.06271874188960724,-0.002466845120356379,0.7890257337082539,0.9940904976779075,-0.004053328439892299,0.004530400408949566,0.004747177051548715,1,1,2,4,both,0.001763300971108747,0.002927696920675307,0.1593305915594101,3.0685211147206877,0,0
114,0.06291990962231858,-0.002231971375692608,0.7889907096297046,0.9941293163289625,0.005916698020921709,0.004532079086438896,0.004743765345707543,1,1,2,4,both,0.0020140834434787917,0.0032714448928301645,0.16446852684020996,3.082561185445572,0,0
115,0.0634461841318727,-0.0018940532457193723,0.7889294629050243,0.9941108902865943,0.015478662045709244,0.004527969366105781,0.004746753054752299,1,1,2,4,both,0.0024181732554399743,0.0034961041908946615,0.17117740213871002,3.093774914842472,0,0
116,0.06425170978689523,-0.0014608209929095116,0.7888447897152947,0.9940315291266486,0.023691931030074633,0.00452067642959568,0.004758034813368187,1,1,2,4,both,0.0028155064854461466,0.0035955645226376123,0.1777408868074417,3.1016137425415455,0,0
117,0.06526578904033721,-0.0009432407086664182,0.7887456298244916,0.9938878191836167,0.029825860395352257,0.004519334855792208,0.004763348590033141,1,1,3,4,both,0.0031320165957981518,0.0034582326965406853,0.18436600267887115,3.1062965492056596,0,0
