episode,steps,reward,target_clearance,main_clearance,max_left_clearance,min_up_z,max_root_ang_vel,support_slip,final_x,final_y,final_x_velocity,final_y_velocity,base_height,root_ang_vel,left_contact,right_contact,reason
0,520,21222.43263879037,0.004999654402665567,0.0016142371368525338,0.0016441424058971157,0.9998005477311895,0.020634137514163133,0.0011251514387666589,0.020678027833642414,-0.0025436786450521863,0.007375024716298446,-0.0012746847052789144,0.7912277658238395,0.020634137514163133,1,1,max_steps
1,520,21222.43263879037,0.004999654402665567,0.0016142371368525338,0.0016441424058971157,0.9998005477311895,0.020634137514163133,0.0011251514387666589,0.020678027833642414,-0.0025436786450521863,0.007375024716298446,-0.0012746847052789144,0.7912277658238395,0.020634137514163133,1,1,max_steps
2,520,21222.43263879037,0.004999654402665567,0.0016142371368525338,0.0016441424058971157,0.9998005477311895,0.020634137514163133,0.0011251514387666589,0.020678027833642414,-0.0025436786450521863,0.007375024716298446,-0.0012746847052789144,0.7912277658238395,0.020634137514163133,1,1,max_steps
