episode,steps,reward,main_clearance,max_left_clearance,min_up_z,max_root_ang_vel,support_slip,final_x,final_y,final_x_velocity,final_y_velocity,base_height,root_ang_vel,left_contact,right_contact,reason
0,520,21310.665296630417,0.0016156806706718804,0.0016153487975597847,0.9999992211746411,0.0035119490351884133,0.0005084768939129335,-6.415622686390752e-05,5.607846120997285e-07,8.994989748676709e-07,-2.31882847024635e-09,0.7916139218667475,2.094667098255177e-06,1,1,max_steps
1,520,21310.665296630417,0.0016156806706718804,0.0016153487975597847,0.9999992211746411,0.0035119490351884133,0.0005084768939129335,-6.415622686390752e-05,5.607846120997285e-07,8.994989748676709e-07,-2.31882847024635e-09,0.7916139218667475,2.094667098255177e-06,1,1,max_steps
2,520,21310.665296630417,0.0016156806706718804,0.0016153487975597847,0.9999992211746411,0.0035119490351884133,0.0005084768939129335,-6.415622686390752e-05,5.607846120997285e-07,8.994989748676709e-07,-2.31882847024635e-09,0.7916139218667475,2.094667098255177e-06,1,1,max_steps
