episode,steps,reason,right_clearance,left_clearance,right_air_steps,right_air_streak,right_force_min,right_force_ratio,min_up_z,max_root_ang_vel,support_slip,final_x,final_y,final_x_velocity,final_y_velocity,final_phase
0,520,max_steps,0.03467955826241555,0.004076777119079597,38,38,0.0,0.0,0.9944533154593226,0.3290814692604218,0.025653791443423748,0.06212780459434485,-0.016391440560545565,0.02859901018678159,-0.02729059155617161,NEUTRAL_END
1,520,max_steps,0.03467955826241555,0.004076777119079597,38,38,0.0,0.0,0.9944533154593226,0.3290814692604218,0.025653791443423748,0.06212780459434485,-0.016391440560545565,0.02859901018678159,-0.02729059155617161,NEUTRAL_END
2,520,max_steps,0.03467955826241555,0.004076777119079597,38,38,0.0,0.0,0.9944533154593226,0.3290814692604218,0.025653791443423748,0.06212780459434485,-0.016391440560545565,0.02859901018678159,-0.02729059155617161,NEUTRAL_END
