step,motion_frame,world_x,bc_frame_penetration_m,ppo_frame_penetration_m,bc_frame_max_deficit_m,ppo_frame_max_deficit_m,frame_max_deficit_improvement_m,bc_distance_sphere_0_m,bc_distance_sphere_1_m,bc_distance_sphere_2_m,bc_distance_sphere_3_m,bc_distance_sphere_4_m,bc_distance_sphere_5_m,bc_distance_sphere_6_m,bc_distance_sphere_7_m,ppo_distance_sphere_0_m,ppo_distance_sphere_1_m,ppo_distance_sphere_2_m,ppo_distance_sphere_3_m,ppo_distance_sphere_4_m,ppo_distance_sphere_5_m,ppo_distance_sphere_6_m,ppo_distance_sphere_7_m,flat_reference_sphere_0_m,flat_reference_sphere_1_m,flat_reference_sphere_2_m,flat_reference_sphere_3_m,flat_reference_sphere_4_m,flat_reference_sphere_5_m,flat_reference_sphere_6_m,flat_reference_sphere_7_m,bc_deficit_sphere_0_m,bc_deficit_sphere_1_m,bc_deficit_sphere_2_m,bc_deficit_sphere_3_m,bc_deficit_sphere_4_m,bc_deficit_sphere_5_m,bc_deficit_sphere_6_m,bc_deficit_sphere_7_m,ppo_deficit_sphere_0_m,ppo_deficit_sphere_1_m,ppo_deficit_sphere_2_m,ppo_deficit_sphere_3_m,ppo_deficit_sphere_4_m,ppo_deficit_sphere_5_m,ppo_deficit_sphere_6_m,ppo_deficit_sphere_7_m,ppo_residual_joint_0_rad,ppo_residual_joint_1_rad,ppo_residual_joint_2_rad,ppo_residual_joint_3_rad,ppo_residual_joint_4_rad,ppo_residual_joint_5_rad,ppo_residual_joint_6_rad,ppo_residual_joint_7_rad,ppo_residual_joint_8_rad,ppo_residual_joint_9_rad,ppo_residual_joint_10_rad,ppo_residual_joint_11_rad
160,42.0,-0.4590418338775635,0.03026973456144333,0.0,0.028333299914374947,0.0,0.028333299914374947,-0.011321612633764744,-0.012666475027799606,-0.028655899688601494,-0.03026973456144333,0.09469563513994217,0.09938669204711914,0.005648532882332802,0.011277804151177406,0.09538810700178146,0.09420787543058395,0.019815532490611076,0.018399257212877274,0.15668661892414093,0.1641540229320526,0.037214167416095734,0.046175047755241394,0.022011686116456985,0.020666824653744698,0.004677399527281523,0.0030635653529316187,0.0880289301276207,0.09271998703479767,-0.0010181681718677282,0.004611102864146233,0.02833329875022173,0.028333299681544303,0.028333299215883016,0.028333299914374947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25908276438713074,-0.027452025562524796,0.006461620330810547,0.15474933385849,-0.05649232119321823,0.016351059079170227,0.102006696164608,0.055984076112508774,0.003162405453622341,0.11282214522361755,0.01574619486927986,0.014186611399054527
161,42.42,-0.464006632566452,0.030774662271142006,0.0,0.028333299914374947,0.0,0.028333299914374947,-0.009411566890776157,-0.010964648798108101,-0.028910962864756584,-0.030774662271142006,0.10029984265565872,0.10496798157691956,0.007156106177717447,0.01275787502527237,0.10123986750841141,0.09980779141187668,0.022707678377628326,0.0209891889244318,0.16494306921958923,0.17234058678150177,0.04133037105202675,0.05020739138126373,0.023921731859445572,0.022368650883436203,0.004422335419803858,0.0025586376432329416,0.09363313764333725,0.09830127656459808,0.0004894054145552218,0.006091174203902483,0.02833329875022173,0.028333299681544303,0.02833329828456044,0.028333299914374947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654881477355957,-0.029405348002910614,0.006525526754558086,0.15542683005332947,-0.05687211453914642,0.017204752191901207,0.10749092698097229,0.057006388902664185,0.003727075643837452,0.11379003524780273,0.015650445595383644,0.014098398387432098
162,42.839999999999996,-0.46897146105766296,0.031195402145385742,0.0,0.028333299681544303,0.0,0.028333299681544303,-0.007420433219522238,-0.009181957691907883,-0.029081571847200394,-0.031195402145385742,0.10602008551359177,0.11065143346786499,0.008856347762048244,0.014413961209356785,0.10702411085367203,0.10531333833932877,0.025746285915374756,0.023693354800343513,0.17285150289535522,0.18016459047794342,0.04542985185980797,0.054205555468797684,0.02591286599636078,0.02415134198963642,0.004251726903021336,0.0021378975361585617,0.09935338795185089,0.10398472845554352,0.002189646940678358,0.007747260387986898,0.028333299215883016,0.028333299681544303,0.02833329875022173,0.028333299681544303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27098017930984497,-0.03155085816979408,0.006782012991607189,0.15609276294708252,-0.05754493176937103,0.017774201929569244,0.11091641336679459,0.057925671339035034,0.003963897470384836,0.11563040316104889,0.015069898217916489,0.014262422919273376
163,43.26,-0.4738101065158844,0.031565580517053604,0.0,0.028333299681544303,0.0,0.028333299681544303,-0.005239078775048256,-0.007224794942885637,-0.02918272092938423,-0.031565580517053604,0.11066090315580368,0.11520130187273026,0.0106051629409194,0.016053639352321625,0.11344396322965622,0.1114175021648407,0.029608257114887238,0.027176495641469955,0.17918342351913452,0.18636469542980194,0.0489979162812233,0.05761545151472092,0.028094220906496048,0.026108503341674805,0.004150578286498785,0.0017677186988294125,0.1039942055940628,0.10853460431098938,0.003938462119549513,0.009386938065290451,0.028333299681544303,0.02833329828456044,0.028333299215883016,0.028333299215883016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2750491499900818,-0.033799320459365845,0.007142124697566032,0.15678901970386505,-0.05862007290124893,0.018254129216074944,0.11327455937862396,0.05872005596756935,0.00400366960093379,0.11826905608177185,0.013947571627795696,0.014586061239242554
164,43.68,-0.4785710275173187,0.03180410712957382,0.0,0.02833330014720559,0.0,0.02833330014720559,-0.0028422498144209385,-0.005063147749751806,-0.02913903072476387,-0.03180410712957382,0.11466562002897263,0.11908228695392609,0.012402083724737167,0.01770208403468132,0.1202864870429039,0.11791849881410599,0.03405382111668587,0.031212234869599342,0.18435701727867126,0.1913786679506302,0.05211888626217842,0.06054485961794853,0.030491050332784653,0.02827015146613121,0.004194268956780434,0.0015291915042325854,0.10799892246723175,0.11241558939218521,0.005735382903367281,0.011035382747650146,0.02833330014720559,0.028333299215883016,0.028333299681544303,0.028333298633806406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2781825661659241,-0.03611084446310997,0.007541966158896685,0.15726947784423828,-0.059887904673814774,0.018605634570121765,0.11465294659137726,0.059364739805459976,0.0038559911772608757,0.12110510468482971,0.012295401655137539,0.01506589725613594
165,44.1,-0.4832903742790222,0.027175039052963257,0.0,0.02388887922745198,0.0,0.02388887922745198,0.0037968384567648172,0.0013397505972534418,-0.024226533249020576,-0.027175039052963257,0.12301471084356308,0.1273062378168106,0.01878017745912075,0.023930009454488754,0.13085605204105377,0.12814538180828094,0.04293376952409744,0.03968096151947975,0.19335030019283295,0.20021583139896393,0.05946200713515282,0.06770063191652298,0.032685715705156326,0.0302286297082901,0.004662345629185438,0.0017138401744887233,0.1119035854935646,0.11619511246681213,0.007669055834412575,0.012818888761103153,0.023888877248391508,0.023888879111036657,0.023888878878206014,0.02388887922745198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807755768299103,-0.03847658261656761,0.007999061606824398,0.157387375831604,-0.06126696243882179,0.018790870904922485,0.11474431306123734,0.05984634906053543,0.003494050120934844,0.12374851107597351,0.010233120992779732,0.01568557694554329
166,44.519999999999996,-0.48787665367126465,0.026065809652209282,0.0,0.023888879111036657,0.0,0.023888879111036657,0.004929595161229372,0.0022378764115273952,-0.02283574640750885,-0.026065809652209282,0.1263575255870819,0.13053852319717407,0.020832790061831474,0.025849979370832443,0.13456445932388306,0.13149140775203705,0.04699001833796501,0.04330236837267876,0.19634273648262024,0.20309332013130188,0.061699919402599335,0.06980061531066895,0.03381847217679024,0.031126754358410835,0.006053132005035877,0.0028230694588273764,0.11524640768766403,0.1194273978471756,0.009721668437123299,0.014738857746124268,0.023888877015560864,0.02388887794688344,0.023888878412544726,0.023888879111036657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829107940196991,-0.041686031967401505,0.008798236958682537,0.1563202440738678,-0.0632622092962265,0.018741702660918236,0.11196059733629227,0.06018521264195442,0.002782038878649473,0.1264178454875946,0.007541423197835684,0.016492394730448723
167,44.94,-0.49246296286582947,0.02488383837044239,0.0,0.023888880275189876,0.0,0.023888880275189876,0.006135967560112476,0.0032099762465804815,-0.02137264795601368,-0.02488383837044239,0.1297357976436615,0.13380597531795502,0.022934244945645332,0.02644873782992363,0.13826033473014832,0.13485564291477203,0.051024191081523895,0.04693855717778206,0.1995876431465149,0.20621304214000702,0.06414657086133957,0.0720970630645752,0.03502484783530235,0.03209885582327843,0.0075162299908697605,0.004005040042102337,0.11862467974424362,0.12269485741853714,0.011823124252259731,0.01670733466744423,0.023888880275189876,0.023888879576697945,0.02388887794688344,0.023888878412544726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844696342945099,-0.044329434633255005,0.009385336190462112,0.15555831789970398,-0.06492209434509277,0.018721845000982285,0.11012554913759232,0.06035574525594711,0.0021546597126871347,0.12871935963630676,0.004785452038049698,0.017244821414351463
168,45.36,-0.4969317317008972,0.024024933576583862,0.0,0.023888878878206014,0.0,0.023888878878206014,0.009175061248242855,0.006374610122293234,-0.020368218421936035,-0.024024933576583862,0.13369297981262207,0.13750217854976654,0.020358450710773468,0.018216539174318314,0.14425015449523926,0.14059852063655853,0.05523797869682312,0.05085602402687073,0.20374475419521332,0.21010974049568176,0.06768564134836197,0.07532361894845963,0.03806393966078758,0.035016678273677826,0.008520659990608692,0.004863945301622152,0.1225818619132042,0.12639105319976807,0.014987821690738201,0.019558856263756752,0.023888878412544726,0.02364206815138459,0.023888878412544726,0.023888878878206014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28581562638282776,-0.04649440944194794,0.009523175656795502,0.15555234253406525,-0.06603723764419556,0.018853120505809784,0.11044855415821075,0.06039390712976456,0.0017268324736505747,0.1312684416770935,0.00155941944103688,0.017988242208957672
169,45.78,-0.501380980014801,0.02313823625445366,0.0,0.0238888793438673,0.0,0.0238888793438673,0.012713341973721981,0.010251064784824848,-0.01935521699488163,-0.02313823625445366,0.13786426186561584,0.14138689637184143,0.011706470511853695,0.009468203410506248,0.15076404809951782,0.14688196778297424,0.05960599333047867,0.05494751036167145,0.207895889878273,0.2139769196510315,0.07131558656692505,0.0786128118634224,0.04148443788290024,0.03833192214369774,0.009533662348985672,0.005750642158091068,0.12675315141677856,0.13027577102184296,0.01845301128923893,0.022680165246129036,0.023771095909178256,0.02308085735887289,0.0238888793438673,0.023888878412544726,0.0,0.0,0.0017465407773852347,0.008211961835622787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28734666109085083,-0.04841425642371178,0.009660028852522373,0.1556469202041626,-0.06696534156799316,0.018931135535240173,0.11050352454185486,0.06040405482053757,0.0013005919754505157,0.13358145952224731,-0.0014403092209249735,0.018712623044848442
170,46.199999999999996,-0.5058097243309021,0.021454568952322006,0.0,0.0238888793438673,0.0,0.0238888793438673,0.017269885167479515,0.01510690525174141,-0.017602533102035522,-0.021454568952322006,0.14153891801834106,0.14480115473270416,0.0014409574214369059,-0.0003357807290740311,0.15869271755218506,0.1546044796705246,0.06546857208013535,0.06056267023086548,0.2102351188659668,0.21604907512664795,0.07436352968215942,0.08134027570486069,0.045541614294052124,0.04233158379793167,0.01128634624183178,0.007434309925884008,0.1304277926683426,0.1336900293827057,0.022174963727593422,0.026089653372764587,0.023271729126572608,0.02222467854619026,0.0238888793438673,0.023888878878206014,0.0,0.0,0.015734006306156515,0.021425434101838618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29074376821517944,-0.051406558603048325,0.009632518514990807,0.15589678287506104,-0.06979405879974365,0.019105825573205948,0.11036645621061325,0.05882999300956726,0.0006957681034691632,0.13296881318092346,-0.0077581447549164295,0.019690511748194695
171,46.62,-0.5102158784866333,0.018892431631684303,0.0,0.02388887864537537,0.0,0.02388887864537537,0.02288239821791649,0.02100513130426407,-0.015037206932902336,-0.018892431631684303,0.14464649558067322,0.14768163859844208,-0.0027320210356265306,0.000910150702111423,0.16713108122348785,0.1629284769296646,0.0719957947731018,0.0669526755809784,0.21193037927150726,0.21754337847232819,0.0773240253329277,0.08405963331460953,0.05030205473303795,0.04708936810493469,0.013851671479642391,0.009996446780860424,0.13353537023067474,0.1365705132484436,0.02615685760974884,0.029799029231071472,0.02241965651512146,0.021084236800670623,0.023888878412544726,0.023888878412544726,0.0,0.0,0.02388887864537537,0.023888878528960048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29326769709587097,-0.05389021709561348,0.009628409519791603,0.1557820439338684,-0.07181476056575775,0.019186366349458694,0.10959029942750931,0.057710014283657074,2.5773944798856974e-05,0.13295280933380127,-0.013000786304473877,0.020639311522245407
172,47.04,-0.5146178603172302,0.01630585826933384,0.0,0.0238888793438673,0.0,0.0238888793438673,0.02813631296157837,0.02636946551501751,-0.012426186352968216,-0.01630585826933384,0.14748868346214294,0.1502956748008728,0.0011136075481772423,0.00448198476806283,0.1749514788389206,0.17062650620937347,0.07818270474672318,0.0729927271604538,0.2134208232164383,0.21884679794311523,0.0801357701420784,0.08664693683385849,0.054785922169685364,0.05155286192893982,0.016462692990899086,0.012583021074533463,0.13637757301330566,0.13918454945087433,0.03000248596072197,0.033370863646268845,0.021649609208106994,0.02018339641392231,0.0238888793438673,0.0238888793438673,0.0,0.0,0.023888878412544726,0.023888878878206014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29544925689697266,-0.05605192482471466,0.00962132215499878,0.15560142695903778,-0.07336511462926865,0.019187897443771362,0.1085328608751297,0.056870024651288986,-0.000749406754039228,0.13337230682373047,-0.017747551202774048,0.02163093537092209
173,47.46,-0.5189806222915649,0.014478554017841816,0.0,0.0238888793438673,0.0,0.0238888793438673,0.027993638068437576,0.025606337934732437,-0.010373266413807869,-0.014478554017841816,0.14679177105426788,0.14765894412994385,0.0026055986527353525,0.0056228493340313435,0.1767139434814453,0.17208260297775269,0.08096233010292053,0.07540472596883774,0.21029901504516602,0.21553102135658264,0.0795423611998558,0.0823565348982811,0.05570616200566292,0.0522850900888443,0.018515612930059433,0.014410324394702911,0.1356806606054306,0.13819502294063568,0.03149447590112686,0.03451172634959221,0.02271252393722534,0.02167875215411186,0.0238888793438673,0.023888878412544726,0.0,0.0,0.023888877248391508,0.023888877015560864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972927391529083,-0.057988863438367844,0.009913594461977482,0.1546359658241272,-0.07450666278600693,0.019002828747034073,0.10503625869750977,0.05611642077565193,-0.0017655075062066317,0.13343356549739838,-0.021725013852119446,0.022604120895266533
174,47.879999999999995,-0.5233432650566101,0.008173118345439434,0.0,0.019444399401545524,0.0,0.019444399401545524,0.03261566907167435,0.029552599415183067,-0.0038397626485675573,-0.008173118345439434,0.14232565462589264,0.14300848543643951,0.008673388510942459,0.011333854869008064,0.18253634870052338,0.17762932181358337,0.08791034668684006,0.08202189952135086,0.21219143271446228,0.21721559762954712,0.07219645380973816,0.0737416073679924,0.05665823817253113,0.05304710566997528,0.020604636520147324,0.016271280124783516,0.13508650660514832,0.13730356097221375,0.033117786049842834,0.03577825427055359,0.01904256910085678,0.018494506254792212,0.01944439916871488,0.01944439847022295,0.0,0.0,0.019444397538900374,0.019444399401545524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979053556919098,-0.05925384536385536,0.009919914416968822,0.15386904776096344,-0.07531455904245377,0.018877722322940826,0.10307842493057251,0.05550660938024521,-0.0026099791284650564,0.13330000638961792,-0.025127071887254715,0.023435279726982117
175,48.3,-0.5277421474456787,0.007313560228794813,0.0,0.019444399401545524,0.0,0.019444399401545524,0.03576969355344772,0.032710961997509,-0.002773064421489835,-0.007313560228794813,0.13275885581970215,0.13350915908813477,0.009077097289264202,0.011536816135048866,0.18725477159023285,0.18210609257221222,0.09156739711761475,0.08538898080587387,0.2077072560787201,0.21265073120594025,0.060078877955675125,0.0625099390745163,0.05933191999793053,0.05554817244410515,0.02167133428156376,0.017130838707089424,0.13242030143737793,0.13447007536888123,0.03352149575948715,0.03598121553659439,0.018562226444482802,0.017837210446596145,0.019444398703053593,0.019444398935884236,0.0,0.0,0.01944439847022295,0.019444399401545524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29754629731178284,-0.06009363383054733,0.009831513278186321,0.15279856324195862,-0.07575349509716034,0.01864938624203205,0.10229088366031647,0.05529788136482239,-0.0033568372018635273,0.1326342225074768,-0.02720080316066742,0.024032719433307648
